repository,username,mention_count,roles,is_known_bot,only_comments,high_volume,suspected_bot
apache-spark,sigmod,113,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,garawalid,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,lfdversluis,1,['comment_authors'],False,True,False,True
apache-spark,mbaldini,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,sumeetgajjar,29,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,grarkydev,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,KarlManong,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,kotlovs,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,exmy,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,jeffreysmooth,1,['comment_authors'],False,True,False,True
apache-spark,lhotari,3,"['author', 'comment_authors']",False,False,False,False
apache-spark,LSturtew,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,zheniantoushipashi,15,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,Hisssy,1,['author'],False,False,False,False
apache-spark,andersonm-ibm,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,ggershinsky,13,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,AlexMooney,1,['author'],False,False,False,False
